	seqid	db	taxid	lineage
UniRef100_A0A3S0XS53	A0A3S0XS53	uniprot	211165	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Chlorogloeopsidaceae;Chlorogloeopsis;Chlorogloeopsis fritschii
UniRef100_A0A3S1CNK6	A0A3S1CNK6	uniprot	232991	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Dulcicalothrix;Dulcicalothrix desertica
UniRef100_A0A4Q9J2G7	A0A4Q9J2G7	uniprot	1970206	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Westiellopsis;Westiellopsis prolifica
UniRef100_A0A5P8WCY8	A0A5P8WCY8	uniprot	2653204	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc sphaeroides
UniRef100_A0A7D6EUL7	A0A7D6EUL7	uniprot	2016101	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Thermosynechococcaceae;Thermosynechococcus;Thermosynechococcus vestitus
UniRef100_K9RRC2	K9RRC2	uniprot	195253	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus
UniRef100_A0A098TMM5	A0A098TMM5	uniprot	1497020	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Neosynechococcus;Neosynechococcus sphagnicola
UniRef100_A0A1U7HB46	A0A1U7HB46	uniprot	1921803	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Hydrococcaceae;Hydrococcus;Hydrococcus rivularis
UniRef100_B8HUR6	B8HUR6	uniprot	395961	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Cyanothecaceae;Cyanothece;unclassified Cyanothece
UniRef100_K9T588	K9T588	uniprot	118163	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Hyellaceae;Pleurocapsa;unclassified Pleurocapsa
UniRef100_A0A250KWC7	A0A250KWC7	uniprot	1432792	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum
UniRef100_A0A2C9D111	A0A2C9D111	uniprot	1482074	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Hartmannibacter
UniRef100_A0A395D0E5	A0A395D0E5	uniprot	2052174	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;unclassified Methylocystaceae
UniRef100_A0A3N9UXZ5	A0A3N9UXZ5	uniprot	39769	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;unclassified Methylococcus
UniRef100_A0A5Q0BQF6	A0A5Q0BQF6	uniprot	1808979	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Candidatus Methylospira
UniRef100_A0A5R8QHN9	A0A5R8QHN9	uniprot	544938	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis;unclassified Methylocystis
UniRef100_A0A6B8M6W2	A0A6B8M6W2	uniprot	134	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis
UniRef100_A0A858QAJ0	A0A858QAJ0	uniprot	2681310	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus
UniRef100_A0A0S8A645	A0A0S8A645	uniprot	1703402	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria
UniRef100_A0A0S8A6L8	A0A0S8A6L8	uniprot	1703402	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria
UniRef100_A0A0S8G221	A0A0S8G221	uniprot	1703358	cellular organisms;Bacteria;FCB group;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;unclassified Gemmatimonas
UniRef100_A0A1E3VMQ1	A0A1E3VMQ1	uniprot	1774969	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter
UniRef100_A0A1E4FAX4	A0A1E4FAX4	uniprot	1660164	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;unclassified Nitrosomonadales
UniRef100_A0A1E4FIF3	A0A1E4FIF3	uniprot	1660164	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;unclassified Nitrosomonadales
UniRef100_A0A1H3JVA1	A0A1H3JVA1	uniprot	133724	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;unclassified Nitrosomonas
UniRef100_A0A1H7P892	A0A1H7P892	uniprot	1233	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosovibrio
UniRef100_A0A1I2ZQL8	A0A1I2ZQL8	uniprot	1855333	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;unclassified Nitrosospira
UniRef100_A0A1I3GHC9	A0A1I3GHC9	uniprot	1881055	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;unclassified Nitrosomonas
UniRef100_A0A286C2H3	A0A286C2H3	uniprot	1945880	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosovibrio;unclassified Nitrosovibrio
UniRef100_A0A2D4VLI0	A0A2D4VLI0	uniprot	2024848	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum;unclassified Parvibaculum
UniRef100_A0A2M9G3D9	A0A2M9G3D9	uniprot	2056226	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Minwuiales;Minwuiaceae;Minwuia
UniRef100_A0A2T3XN20	A0A2T3XN20	uniprot	863227	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Trinickia
UniRef100_A0A2T5IE83	A0A2T5IE83	uniprot	1231	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira
UniRef100_A0A2T5JWQ4	A0A2T5JWQ4	uniprot	136548	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;unclassified Nitrosospira
UniRef100_A0A2U0AB96	A0A2U0AB96	uniprot	1968598	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria
UniRef100_A0A351V2S4	A0A351V2S4	uniprot	1933926	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;unclassified Methylococcaceae
UniRef100_A0A380TBS4	A0A380TBS4	uniprot	256318	unclassified entries;unclassified sequences;metagenomes
UniRef100_A0A397Q313	A0A397Q313	uniprot	933063	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Dichotomicrobium
UniRef100_A0A3A6P1Y7	A0A3A6P1Y7	uniprot	2093369	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio;unclassified Desulfurivibrio
UniRef100_A0A3B8XPJ3	A0A3B8XPJ3	uniprot	2026785	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhodobiaceae;unclassified Rhodobiaceae
UniRef100_A0A3S0GNR6	A0A3S0GNR6	uniprot	1909294	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;unclassified Hyphomicrobiales
UniRef100_A0A522DPK1	A0A522DPK1	uniprot	1916980	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;unclassified Methylovulum
UniRef100_A0A564ZMZ6	A0A564ZMZ6	uniprot	2211376	cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;candidate division NC10;Candidatus Methylomirabilis
UniRef100_A0A6N2DY79	A0A6N2DY79	uniprot	2026786	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified Rhodospirillales
UniRef100_A0A7Y8HDD2	A0A7Y8HDD2	uniprot	2052184	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophales;Syntrophaceae;unclassified Syntrophaceae
UniRef100_A5URS7	A5URS7	uniprot	357808	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexineae;Roseiflexaceae;Roseiflexus;unclassified Roseiflexus
UniRef100_A7NJI7	A7NJI7	uniprot	383372	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexineae;Roseiflexaceae;Roseiflexus;Roseiflexus castenholzii
UniRef100_D5MEJ4	D5MEJ4	uniprot	671143	cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;candidate division NC10;Candidatus Methylomirabilis
UniRef100_D8F5K7	D8F5K7	uniprot	88274	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_B7KAM4	B7KAM4	uniprot	65393	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece citriformis
UniRef100_A0A0C1NDZ5	A0A0C1NDZ5	uniprot	1479485	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Tolypothrix;Tolypothrix bouteillei
UniRef100_A0A0C1R8N5	A0A0C1R8N5	uniprot	1479485	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Tolypothrix;Tolypothrix bouteillei
UniRef100_A0A0M4SRP6	A0A0M4SRP6	uniprot	224013	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc piscinale
UniRef100_A0A139XGA0	A0A139XGA0	uniprot	128403	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Scytonema;Scytonema hofmannii
UniRef100_A0A140K985	A0A140K985	uniprot	1807358	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pleurocapsales;Dermocarpellaceae;Stanieria;unclassified Stanieria
UniRef100_A0A1D2PDP3	A0A1D2PDP3	uniprot		
UniRef100_A0A1Z4G239	A0A1Z4G239	uniprot	1954171	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A1Z4LFW3	A0A1Z4LFW3	uniprot	1091006	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc linckia
UniRef100_A0A1Z4PZ53	A0A1Z4PZ53	uniprot	2005464	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Scytonema;unclassified Scytonema
UniRef100_A0A218QNJ6	A0A218QNJ6	uniprot	2005459	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Tolypothrix;unclassified Tolypothrix
UniRef100_A0A252D3C8	A0A252D3C8	uniprot	1932668	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A2H2XPK7	A0A2H2XPK7	uniprot	2005469	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A2I8AGR4	A0A2I8AGR4	uniprot	1869241	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A2K8T005	A0A2K8T005	uniprot	2038116	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc flagelliforme
UniRef100_A0A2N6K2R0	A0A2N6K2R0	uniprot	2019572	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella muscicola
UniRef100_A0A2Z6CYD0	A0A2Z6CYD0	uniprot	196308	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A4D9CHL7	A0A4D9CHL7	uniprot	1594576	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Mastigocladus;Mastigocladus laminosus
UniRef100_A0A6G9SFK5	A0A6G9SFK5	uniprot	2099387	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Tolypothrichaceae;Tolypothrix;unclassified Tolypothrix
UniRef100_A0A844MAR0	A0A844MAR0	uniprot	2304196	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Scytonemataceae;Scytonema;unclassified Scytonema
UniRef100_K9QXA6	K9QXA6	uniprot	28072	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A1E5QEU8	A0A1E5QEU8	uniprot	1781255	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Desertifilaceae;Desertifilum;unclassified Desertifilum
UniRef100_A0A1J1JBB2	A0A1J1JBB2	uniprot	1160	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Planktothrix
UniRef100_A0A1L9QLZ0	A0A1L9QLZ0	uniprot	1925591	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Coleofasciculaceae;Roseofilum;Roseofilum reptotaenium
UniRef100_A0A5Q4HCM4	A0A5Q4HCM4	uniprot	2599626	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Arthrospira;unclassified Arthrospira
UniRef100_A0A6I5PCU7	A0A6I5PCU7	uniprot	2607771	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;unclassified Leptolyngbya
UniRef100_A0A6I5R851	A0A6I5R851	uniprot	2607768	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;unclassified Leptolyngbya
UniRef100_A0A6N2D8M4	A0A6N2D8M4	uniprot	2480216	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Phormidium;unclassified Phormidium
UniRef100_A0A6P0JXG7	A0A6P0JXG7	uniprot	2607773	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Kamptonema;unclassified Kamptonema
UniRef100_A0A6P0TIJ7	A0A6P0TIJ7	uniprot	2607797	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Cyanothecaceae;Cyanothece;unclassified Cyanothece
UniRef100_U9W486	U9W486	uniprot	1385935	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;unclassified Leptolyngbya
UniRef100_A0A552EVV8	A0A552EVV8	uniprot	2486253	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa
UniRef100_B7KAM1	B7KAM1	uniprot	65393	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece citriformis
UniRef100_B8HK80	B8HK80	uniprot	395961	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Cyanothecaceae;Cyanothece;unclassified Cyanothece
UniRef100_E0UCZ7	E0UCZ7	uniprot	497965	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece verrucosa
UniRef100_A0A0P4UT86	A0A0P4UT86	uniprot	1552121	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;unclassified Leptolyngbya
UniRef100_A0A0S3U895	A0A0S3U895	uniprot	1752064	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;unclassified Leptolyngbya
UniRef100_A0A0X8WU27	A0A0X8WU27	uniprot		
UniRef100_A0A1J0ABQ1	A0A1J0ABQ1	uniprot	1188229	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Gloeomargaritales;Gloeomargaritaceae;Gloeomargarita;Gloeomargarita lithophora
UniRef100_A0A1Q4RV28	A0A1Q4RV28	uniprot	1137096	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A2K8T6C3	A0A2K8T6C3	uniprot	2038116	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc flagelliforme
UniRef100_A0A2K8T8C0	A0A2K8T8C0	uniprot	2038116	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc flagelliforme
UniRef100_A0A2N6KKA3	A0A2N6KKA3	uniprot	2019662	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella;Fischerella thermalis
UniRef100_A0A433VX63	A0A433VX63	uniprot	388085	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis;Chroococcidiopsis cubana
UniRef100_B7KAL6	B7KAL6	uniprot	65393	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece citriformis
UniRef100_B8HLX4	B8HLX4	uniprot	395961	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Cyanothecaceae;Cyanothece;unclassified Cyanothece
UniRef100_I4HZL7	I4HZL7	uniprot	1160284	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa
UniRef100_K8GFG5	K8GFG5	uniprot	864702	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;unclassified Leptolyngbyaceae
UniRef100_K9RQ15	K9RQ15	uniprot	195253	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Synechococcus;unclassified Synechococcus
UniRef100_A0A1H2ZFP1	A0A1H2ZFP1	uniprot	1058	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa
UniRef100_A0A495V427	A0A495V427	uniprot	69360	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa
UniRef100_A0A5M8FTB8	A0A5M8FTB8	uniprot	424902	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa
UniRef100_A0A839HQU6	A0A839HQU6	uniprot	1653858	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiospirillum
UniRef100_A0A846HML4	A0A846HML4	uniprot	2049430	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium;unclassified Halochromatium
UniRef100_A0A850RDK2	A0A850RDK2	uniprot	504901	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium
UniRef100_D3RV89	D3RV89	uniprot	572477	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;Allochromatium vinosum
UniRef100_G2E3I1	G2E3I1	uniprot	765913	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;Thiorhodococcus drewsii
UniRef100_I3YG68	I3YG68	uniprot	765911	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis;Thiocystis violascens
UniRef100_B7KAK9	B7KAK9	uniprot	65393	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece citriformis
UniRef100_B7KAL3	B7KAL3	uniprot	65393	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece citriformis
UniRef100_E0UKM3	E0UKM3	uniprot	497965	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece verrucosa
